,BALANCE_FREQUENCY,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,PRC_FULL_PAYMENT,MONTHLY_AVG_PURCHASE,MONTHLY_AVG_CASH_ADVANCE,LIMIT_USAGE,PAYMENT_MINPAYMENT,PURCHASE_TYPE_NONE,PURCHASE_TYPE_ONEOFF_INSTALLMENT,PURCHASE_TYPE_ONE_OFF
6579,1.0,1528.77,0.0,0.42,0.42,0.0,0.0,0,9.0,0.0,127.4,0.0,0.03,7.6,0,0,1
6580,1.0,117.9,0.0,0.08,0.08,0.0,0.0,0,2.0,0.0,9.83,0.0,0.02,0.13,0,0,1
6581,1.0,947.92,775.69,1.0,0.75,1.0,0.0,0,37.0,0.0,143.63,0.0,0.07,7.91,0,1,0
6582,0.73,1010.0,0.0,0.25,0.25,0.0,0.0,0,4.0,0.0,84.17,0.0,0.12,11.48,0,0,1
6583,1.0,0.0,777.0,1.0,0.0,1.0,0.0,0,24.0,1.0,64.75,0.0,0.02,10.17,0,0,0
6584,1.0,0.0,0.0,0.0,0.0,0.0,0.2,2,0.0,0.0,0.0,3.74,0.95,0.47,1,0,0
6585,0.36,0.0,121.2,0.33,0.0,0.25,0.0,0,4.0,1.0,10.1,0.0,0.0,1.12,0,0,0
6586,0.9,0.0,0.0,0.0,0.0,0.0,0.6,13,0.0,0.12,0.0,513.34,0.56,5.98,1,0,0
6587,1.0,3729.83,832.74,1.0,0.75,0.92,0.0,0,88.0,0.0,380.21,0.0,0.73,4.13,0,1,0
6588,1.0,0.0,480.37,1.0,0.0,1.0,0.0,0,41.0,0.83,40.03,0.0,0.01,2.0,0,0,0
6589,1.0,0.0,0.0,0.0,0.0,0.0,0.5,8,0.0,0.0,0.0,42.01,0.94,0.96,1,0,0
6590,0.11,0.0,0.0,0.0,0.0,0.0,0.11,1,0.0,0.0,0.0,51.82,0.01,0.0,1,0,0
6591,1.0,0.0,0.0,0.0,0.0,0.0,0.17,5,0.0,0.08,0.0,87.52,0.72,4.86,1,0,0
6592,1.0,0.0,1764.0,1.0,0.0,1.0,0.0,0,12.0,0.55,147.0,0.0,0.52,0.8,0,0,0
6593,1.0,0.0,0.0,0.0,0.0,0.0,0.33,12,0.0,0.4,0.0,249.01,0.44,11.08,1,0,0
6594,0.36,760.79,0.0,0.17,0.17,0.0,0.0,0,2.0,0.0,63.4,0.0,0.01,2.68,0,0,1
6595,1.0,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.08,0.0,106.15,0.57,4.52,1,0,0
6596,1.0,0.0,0.0,0.0,0.0,0.0,0.33,5,0.0,0.0,0.0,164.49,0.98,3.3,1,0,0
6597,0.36,0.0,150.48,0.25,0.0,0.25,0.0,0,3.0,0.0,12.54,0.0,0.01,2.78,0,0,0
6598,1.0,0.0,0.0,0.0,0.0,0.0,0.5,10,0.0,0.0,0.0,191.91,0.85,0.72,1,0,0
6599,1.0,0.0,0.0,0.0,0.0,0.0,0.27,6,0.0,0.0,0.0,31.66,0.97,0.48,1,0,0
6600,1.0,817.43,249.48,1.0,0.17,0.92,0.08,1,23.0,0.0,88.91,155.87,0.49,0.86,0,1,0
6601,1.0,0.0,0.0,0.0,0.0,0.0,0.08,8,0.0,0.0,0.0,234.22,0.92,0.05,1,0,0
6602,1.0,45.65,476.64,1.0,0.08,1.0,0.0,0,13.0,0.0,43.52,0.0,0.97,0.79,0,1,0
6603,1.0,1376.54,545.85,0.58,0.58,0.33,0.0,0,29.0,0.0,160.2,0.0,0.37,0.85,0,1,0
6604,1.0,0.0,0.0,0.0,0.0,0.0,0.5,7,0.0,0.0,0.0,15.19,0.97,1.16,1,0,0
6605,0.45,134.28,0.0,0.08,0.08,0.0,0.0,0,3.0,0.18,11.19,0.0,0.01,4.91,0,0,1
6606,1.0,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.0,0.0,77.05,0.26,2.82,1,0,0
6607,1.0,36.15,80.0,0.17,0.08,0.17,0.0,0,3.0,0.0,9.68,0.0,0.91,1.34,0,1,0
6608,1.0,0.0,181.5,0.83,0.0,0.83,0.0,0,11.0,0.0,15.12,0.0,1.06,0.37,0,0,0
6609,1.0,39.9,25.92,1.0,0.17,1.0,0.0,0,14.0,0.0,5.48,0.0,0.34,1.27,0,1,0
6610,1.0,223.53,498.25,1.0,0.17,0.92,0.08,2,48.0,0.0,60.15,12.71,0.52,3.77,0,1,0
6611,0.73,637.89,227.38,0.58,0.58,0.5,0.0,0,25.0,0.11,72.11,0.0,0.05,8.78,0,1,0
6612,0.83,727.51,0.0,0.33,0.33,0.0,0.67,5,2.0,0.0,121.25,214.51,0.41,0.37,0,0,1
6613,1.0,792.1,354.27,0.58,0.42,0.42,0.33,8,22.0,0.18,95.53,119.11,0.16,17.54,0,1,0
6614,1.0,0.0,0.0,0.0,0.0,0.0,0.17,2,0.0,0.0,0.0,64.67,0.91,0.72,1,0,0
6615,1.0,220.0,0.0,0.17,0.17,0.0,0.0,0,2.0,0.0,18.33,0.0,0.92,0.55,0,0,1
6616,1.0,1215.01,963.12,1.0,0.17,1.0,0.0,0,35.0,0.18,181.51,0.0,0.06,8.66,0,1,0
6617,1.0,0.0,190.26,1.0,0.0,0.83,0.0,0,6.0,0.5,31.71,0.0,0.02,1.28,0,0,0
6618,1.0,0.0,222.44,0.67,0.0,0.67,0.0,0,8.0,0.0,18.54,0.0,0.96,0.75,0,0,0
6619,0.82,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.0,0.0,22.25,0.53,1.4,1,0,0
6620,1.0,299.21,487.71,0.33,0.08,0.25,0.08,2,11.0,0.0,65.58,80.08,0.84,1.3,0,1,0
6621,1.0,0.0,0.0,0.0,0.0,0.0,0.08,2,0.0,0.0,0.0,232.99,0.79,0.39,1,0,0
6622,1.0,146.22,0.0,0.5,0.5,0.0,0.83,20,6.0,0.92,12.18,234.94,0.11,2.88,0,0,1
6623,1.0,20.0,747.13,1.0,0.08,1.0,0.0,0,70.0,0.0,63.93,0.0,1.06,0.04,0,1,0
6624,1.0,1640.55,3886.2405000000003,1.0,0.08,1.0,0.0,0,34.0,0.0,473.15,0.0,0.79,1.28,0,1,0
6625,1.0,0.0,952.8,1.0,0.0,1.0,0.0,0,12.0,0.92,79.4,0.0,0.02,5.68,0,0,0
6626,1.0,1406.33,137.5,1.0,1.0,0.25,0.08,2,32.0,0.0,128.65,74.94,0.24,2.04,0,1,0
6627,1.0,222.99,2275.93,1.0,0.17,1.0,0.0,0,36.0,0.0,208.24,0.0,0.42,1.6,0,1,0
6628,1.0,1021.9,0.0,0.25,0.25,0.0,0.33,4,7.0,0.0,85.16,67.71,0.69,0.95,0,0,1
6629,1.0,3582.45,1442.23,1.0,0.83,1.0,0.08,2,116.51000000000022,0.0,418.72,27.39,0.9,0.97,0,1,0
6630,0.55,0.0,122.58,0.5,0.0,0.42,0.0,0,6.0,0.8,10.22,0.0,0.0,1.24,0,0,0
6631,1.0,422.0,37.12,0.33,0.33,0.08,0.0,0,11.0,0.0,38.26,0.0,0.89,0.43,0,1,0
6632,1.0,383.84,402.12,1.0,1.0,1.0,0.0,0,27.0,1.0,65.5,0.0,0.02,4.17,0,1,0
6633,1.0,0.0,874.68,0.67,0.0,0.67,0.25,5,8.0,0.82,72.89,638.66,0.35,27.71,0,0,0
6634,1.0,916.8,384.64,0.92,0.58,0.75,0.0,0,25.0,0.3,108.45,0.0,0.04,5.14,0,1,0
6635,1.0,45.65,2026.92,1.0,0.08,1.0,0.0,0,37.0,0.0,172.71,0.0,1.06,0.05,0,1,0
6636,1.0,0.0,334.8,1.0,0.0,1.0,0.0,0,12.0,0.17,27.9,0.0,0.0,7.2,0,0,0
6637,0.36,123.75,0.0,0.08,0.08,0.0,0.0,0,1.0,0.33,10.31,0.0,0.01,2.11,0,0,1
6638,1.0,1270.97,139.98,0.67,0.42,0.42,0.25,4,13.0,0.0,117.58,112.13,0.26,1.26,0,1,0
6639,0.82,0.0,0.0,0.0,0.0,0.0,0.17,2,0.0,0.12,0.0,191.41,0.45,9.44,1,0,0
6640,0.91,6689.898200000005,3886.2405000000003,1.0,1.0,0.42,0.0,0,103.0,0.6,758.6519000000003,0.0,0.06,75.6,0,1,0
6641,1.0,0.0,0.0,0.0,0.0,0.0,0.33,6,0.0,0.0,0.0,13.24,0.96,0.95,1,0,0
6642,1.0,0.0,9.9,0.14,0.0,0.14,0.0,0,1.0,0.0,1.41,0.0,0.57,0.03,0,0,0
6643,1.0,100.0,0.0,0.08,0.08,0.0,0.17,2,1.0,0.0,8.33,3.12,0.97,0.55,0,0,1
6644,1.0,120.0,82.2,0.33,0.08,0.25,0.08,1,5.0,0.0,16.85,6.59,0.93,0.7,0,1,0
6645,1.0,0.0,0.0,0.0,0.0,0.0,0.25,3,0.0,0.0,0.0,13.58,0.89,1.32,1,0,0
6646,1.0,478.99,0.0,0.58,0.58,0.0,0.25,3,8.0,0.08,39.92,71.3,0.85,3.36,0,0,1
6647,1.0,875.37,1450.79,1.0,0.75,1.0,0.0,0,83.0,0.0,193.85,0.0,0.84,4.13,0,1,0
6648,1.0,1530.37,0.0,1.0,1.0,0.0,0.0,0,12.0,0.11,127.53,0.0,0.09,13.43,0,0,1
6649,0.55,0.0,75.25,0.33,0.0,0.33,0.0,0,5.0,0.0,6.27,0.0,0.53,6.32,0,0,0
6650,1.0,0.0,1021.24,1.0,0.0,1.0,0.0,0,88.0,0.5,85.1,0.0,0.03,5.81,0,0,0
6651,1.0,0.0,480.0,0.83,0.0,0.75,0.17,3,10.0,0.0,40.0,146.68,0.96,1.76,0,0,0
6652,0.18,1555.85,0.0,0.08,0.08,0.0,0.0,0,2.0,0.0,129.65,0.0,0.12,7.34,0,0,1
6653,1.0,0.0,0.0,0.0,0.0,0.0,0.25,9,0.0,0.0,0.0,282.11,0.6,1.06,1,0,0
6654,1.0,0.0,0.0,0.0,0.0,0.0,0.5,11,0.0,0.17,0.0,494.45,0.52,7.78,1,0,0
6655,0.36,0.0,324.0,0.75,0.0,0.75,0.0,0,9.0,0.0,27.0,0.0,0.01,9.61,0,0,0
6656,0.45,0.0,447.96,1.0,0.0,1.0,0.0,0,18.0,0.08,37.33,0.0,0.02,6.83,0,0,0
6657,0.64,0.0,0.0,0.0,0.0,0.0,0.25,4,0.0,0.0,0.0,81.31,0.31,9.64,1,0,0
6658,0.82,0.0,0.0,0.0,0.0,0.0,0.17,3,0.0,0.14,0.0,56.85,0.02,6.51,1,0,0
6659,1.0,145.7,0.0,0.09,0.09,0.0,0.09,1,2.0,0.0,13.25,44.83,0.04,7.92,0,0,1
6660,1.0,1130.6,0.0,1.0,1.0,0.0,0.17,4,19.0,0.0,94.22,56.88,0.64,1.16,0,0,1
6661,1.0,120.0,264.89,0.67,0.08,0.58,0.0,0,10.0,0.22,32.07,0.0,0.01,1.36,0,1,0
6662,1.0,897.45,0.0,0.67,0.67,0.0,0.0,0,13.0,0.0,149.58,0.0,0.13,10.66,0,0,1
6663,1.0,275.41,0.0,0.14,0.14,0.0,0.0,0,1.0,0.14,39.34,0.0,0.76,6.98,0,0,1
6664,0.73,0.0,304.0,0.67,0.0,0.58,0.0,0,8.0,0.43,25.33,0.0,0.01,2.2,0,0,0
6665,0.18,0.0,51.0,0.17,0.0,0.08,0.0,0,2.0,0.0,4.25,0.0,0.0,0.0,0,0,0
6666,1.0,1350.45,924.01,1.0,0.17,1.0,0.0,0,48.0,0.0,189.54,0.0,0.34,2.13,0,1,0
6667,1.0,0.0,0.0,0.0,0.0,0.0,0.58,10,0.0,0.0,0.0,27.31,0.93,0.95,1,0,0
6668,0.82,0.0,53.36,0.25,0.0,0.17,0.0,0,3.0,0.0,4.45,0.0,0.01,0.62,0,0,0
6669,1.0,56.7,0.0,0.08,0.08,0.0,0.25,6,1.0,0.0,4.73,96.6,0.66,0.86,0,0,1
6670,1.0,518.05,1917.04,0.92,0.08,0.92,0.33,4,25.0,0.0,202.92,254.39,0.73,0.99,0,1,0
6671,1.0,0.0,0.0,0.0,0.0,0.0,0.08,2,0.0,0.0,0.0,10.74,0.25,1.3,1,0,0
6672,0.91,0.0,71.22,0.25,0.0,0.25,0.0,0,3.0,0.0,5.94,0.0,0.05,1.35,0,0,0
6673,0.45,1077.45,66.9,0.42,0.42,0.17,0.0,0,26.0,1.0,95.36,0.0,0.09,11.95,0,1,0
6674,1.0,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.0,0.0,22.72,0.56,1.25,1,0,0
6675,1.0,122.01,120.0,0.42,0.08,0.33,0.08,1,6.0,0.0,20.17,3.07,0.96,0.74,0,1,0
6676,0.75,0.0,0.0,0.0,0.0,0.0,0.38,11,0.0,0.0,0.0,302.29,0.6,0.86,1,0,0
6677,1.0,111.3,170.0,0.5,0.25,0.25,0.25,4,7.0,0.0,23.44,44.3,0.83,0.54,0,1,0
6678,0.91,1219.22,1311.26,0.75,0.5,0.67,0.25,4,48.0,0.0,210.87,73.42,0.66,0.86,0,1,0
6679,1.0,0.0,0.0,0.0,0.0,0.0,0.5,18,0.0,0.0,0.0,168.24,0.75,1.06,1,0,0
6680,0.36,50.2,0.0,0.17,0.17,0.0,0.0,0,2.0,0.33,4.18,0.0,0.01,1.84,0,0,1
6681,1.0,169.67,0.0,0.08,0.08,0.0,0.08,1,1.0,0.0,14.14,467.27,0.87,3.28,0,0,1
6682,1.0,464.5,1190.44,1.0,0.42,1.0,0.67,17,51.0,0.0,137.91,177.73,0.6,1.09,0,1,0
6683,1.0,0.0,0.0,0.0,0.0,0.0,0.5,13,0.0,0.0,0.0,165.32,0.1,1.9,1,0,0
6684,1.0,0.0,39.0,0.17,0.0,0.17,0.0,0,2.0,0.0,3.25,0.0,0.01,1.33,0,0,0
6685,1.0,111.8,0.0,0.08,0.08,0.0,0.17,3,1.0,0.0,9.32,76.07,0.45,0.74,0,0,1
6686,1.0,1560.0,1802.94,1.0,0.75,1.0,0.0,0,104.0,0.0,280.24,0.0,0.32,3.93,0,1,0
6687,1.0,0.0,1680.0,1.0,0.0,1.0,0.0,0,12.0,0.0,140.0,0.0,0.28,3.05,0,0,0
6688,1.0,0.0,1500.0,1.0,0.0,1.0,0.0,0,12.0,0.0,125.0,0.0,0.32,1.34,0,0,0
6689,1.0,1564.32,2272.78,1.0,0.42,1.0,0.0,0,28.0,0.42,319.76,0.0,0.09,19.39,0,1,0
6690,0.27,0.0,0.0,0.0,0.0,0.0,0.09,1,0.0,0.0,0.0,150.77,0.2,0.0,1,0,0
6691,1.0,91.93,633.05,1.0,0.08,1.0,0.0,0,20.0,0.0,60.42,0.0,1.06,0.62,0,1,0
6692,1.0,0.0,0.0,0.0,0.0,0.0,0.08,2,0.0,0.08,0.0,10.47,0.27,11.32,1,0,0
6693,0.82,2836.63,1632.96,1.0,0.67,1.0,0.0,0,67.0,0.0,372.47,0.0,0.37,5.63,0,1,0
6694,0.45,0.0,130.26,0.5,0.0,0.5,0.0,0,10.0,0.0,10.85,0.0,0.01,2.22,0,0,0
6695,1.0,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.0,0.0,17.55,0.87,0.72,1,0,0
6696,0.88,932.09,228.0,0.88,0.38,0.5,0.83,8,13.0,0.2,145.01,391.21,0.41,24.76,0,1,0
6697,1.0,0.0,432.0,1.0,0.0,1.0,0.0,0,12.0,0.0,36.0,0.0,0.55,0.67,0,0,0
6698,1.0,0.0,441.23,0.92,0.0,0.83,0.0,0,17.0,0.5,36.77,0.0,0.01,2.54,0,0,0
6699,1.0,0.0,35.74,0.17,0.0,0.17,0.0,0,2.0,0.0,2.98,0.0,0.07,0.4,0,0,0
6700,1.0,119.0,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,9.92,0.0,0.34,0.57,0,0,1
6701,0.67,0.0,0.0,0.0,0.0,0.0,0.5,8,0.0,0.0,0.0,303.36,0.39,0.52,1,0,0
6702,1.0,219.07,0.0,0.33,0.33,0.0,0.58,19,6.0,0.0,18.26,103.12,0.94,1.28,0,0,1
6703,0.73,128.06,400.0,0.5,0.08,0.33,0.0,0,6.0,0.45,44.0,0.0,0.04,3.83,0,1,0
6704,1.0,297.0,2917.19,1.0,0.08,1.0,0.17,4,42.0,0.0,267.85,92.14,1.06,0.35,0,1,0
6705,0.36,1773.4,860.97,0.33,0.33,0.33,0.0,0,24.0,0.0,219.53,0.0,0.0,83.48,0,1,0
6706,1.0,175.0,591.56,0.83,0.08,0.67,0.0,0,11.0,0.8,63.88,0.0,0.02,5.08,0,1,0
6707,1.0,79.99,64.78,0.33,0.08,0.17,0.83,27,4.0,0.0,12.06,541.02,0.39,6.44,0,1,0
6708,1.0,0.0,349.25,0.92,0.0,0.83,0.0,0,11.0,0.0,29.1,0.0,0.99,1.06,0,0,0
6709,1.0,1200.7,473.62,1.0,0.8,0.9,0.0,0,69.0,0.0,167.43,0.0,0.6,0.13,0,1,0
6710,0.73,774.15,45.0,0.25,0.17,0.08,0.0,0,6.0,0.0,68.26,0.0,0.05,5.99,0,1,0
6711,0.27,0.0,513.0,0.25,0.0,0.17,0.0,0,6.0,0.0,38.79,0.0,0.01,10.86,0,0,0
6712,1.0,19.96,0.0,0.08,0.08,0.0,0.25,3,1.0,0.0,1.66,12.8,0.2,0.66,0,0,1
6713,1.0,2229.42,900.25,1.0,0.33,1.0,0.17,2,39.0,0.0,260.81,23.64,0.71,0.89,0,1,0
6714,0.78,0.0,426.0,0.33,0.0,0.22,0.44,5,3.0,0.4,47.33,227.48,0.12,21.84,0,0,0
6715,1.0,0.0,398.64,1.0,0.0,1.0,0.0,0,12.0,1.0,33.22,0.0,0.02,2.31,0,0,0
6716,1.0,0.0,0.0,0.0,0.0,0.0,0.33,7,0.0,0.0,0.0,118.62,0.95,0.74,1,0,0
6717,1.0,0.0,729.6,1.0,0.0,1.0,0.0,0,22.0,0.83,60.8,0.0,0.02,4.2,0,0,0
6718,1.0,0.0,0.0,0.0,0.0,0.0,0.58,15,0.0,0.0,0.0,347.73,0.5,0.83,1,0,0
6719,0.55,424.5,95.8,0.5,0.08,0.33,0.0,0,6.0,0.18,43.36,0.0,0.01,3.8,0,1,0
6720,1.0,204.0,108.66,0.25,0.17,0.08,0.33,8,6.0,0.0,26.06,23.41,0.78,1.19,0,1,0
6721,0.73,0.0,430.43,0.5,0.0,0.42,0.0,0,10.0,0.08,35.87,0.0,0.03,3.59,0,0,0
6722,1.0,1003.54,167.96,0.75,0.75,0.33,0.0,0,26.0,0.0,97.62,0.0,0.18,10.43,0,1,0
6723,1.0,497.15,0.0,0.42,0.42,0.0,0.0,0,6.0,0.0,41.43,0.0,0.15,1.62,0,0,1
6724,1.0,0.0,571.52,1.0,0.0,1.0,0.0,0,44.0,1.0,47.63,0.0,0.02,3.37,0,0,0
6725,0.14,43.08,0.0,0.14,0.14,0.0,0.0,0,2.0,0.0,6.15,0.0,0.01,2.95,0,0,1
6726,1.0,324.88,415.85,0.58,0.25,0.33,0.75,14,9.0,0.0,61.73,293.47,0.46,4.62,0,1,0
6727,1.0,449.0,0.0,0.42,0.42,0.0,0.0,0,7.0,0.0,37.42,0.0,0.51,0.62,0,0,1
6728,1.0,47.0,188.9,0.83,0.08,0.75,0.42,12,11.0,0.0,19.66,107.74,0.9,1.62,0,1,0
6729,1.0,0.0,0.0,0.0,0.0,0.0,0.17,2,0.0,0.0,0.0,4.94,0.9,1.12,1,0,0
6730,1.0,0.0,1638.3,1.0,0.0,1.0,0.0,0,35.0,0.2,136.52,0.0,0.01,23.4,0,0,0
6731,0.27,0.0,666.68,0.33,0.0,0.33,0.0,0,4.0,0.0,55.56,0.0,0.1,9.69,0,0,0
6732,1.0,0.0,1510.0,0.83,0.0,0.83,0.17,3,11.0,0.08,125.83,249.43,0.47,2.68,0,0,0
6733,1.0,156.0,666.96,0.5,0.17,0.42,0.0,0,18.0,0.0,68.58,0.0,0.99,1.17,0,1,0
6734,1.0,404.24,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,33.69,0.0,0.71,0.38,0,0,1
6735,1.0,0.0,922.74,1.0,0.0,1.0,0.0,0,69.0,1.0,76.9,0.0,0.03,5.09,0,0,0
6736,1.0,185.0,0.0,0.08,0.08,0.0,0.25,3,2.0,0.0,15.42,34.36,0.63,1.41,0,0,1
6737,1.0,322.98,159.82,1.0,0.25,1.0,0.0,0,17.0,0.0,40.23,0.0,0.22,1.49,0,1,0
6738,1.0,467.7,0.0,0.42,0.42,0.0,0.08,1,13.0,0.0,38.98,77.89,0.82,0.82,0,0,1
6739,1.0,0.0,264.8,0.42,0.0,0.33,0.0,0,5.0,0.0,22.07,0.0,1.04,0.54,0,0,0
6740,1.0,0.0,258.36,0.86,0.0,0.71,0.0,0,6.0,0.0,36.91,0.0,0.07,1.47,0,0,0
6741,0.64,0.0,66.25,0.42,0.0,0.42,0.0,0,5.0,0.0,5.52,0.0,0.07,0.73,0,0,0
6742,1.0,148.0,0.0,0.08,0.08,0.0,0.42,8,1.0,0.0,12.33,293.48,0.28,5.38,0,0,1
6743,1.0,0.0,0.0,0.0,0.0,0.0,0.25,3,0.0,0.0,0.0,54.05,0.15,0.61,1,0,0
6744,1.0,483.59,164.1,0.67,0.25,0.33,0.0,0,12.0,0.0,53.97,0.0,0.53,1.83,0,1,0
6745,1.0,0.0,1776.76,1.0,0.0,0.92,0.0,0,22.0,0.92,148.06,0.0,0.02,7.23,0,0,0
6746,1.0,2576.81,0.0,0.58,0.58,0.0,0.17,2,34.0,0.09,214.73,49.96,0.33,1.08,0,0,1
6747,1.0,6689.898200000005,670.52,0.67,0.67,0.33,0.0,0,45.0,0.0,637.9,0.0,0.51,3.55,0,1,0
6748,0.36,0.0,32.22,0.08,0.0,0.08,0.0,0,1.0,0.5,2.68,0.0,0.0,1.49,0,0,0
6749,1.0,1272.55,860.6,1.0,0.58,0.92,0.17,4,53.0,0.0,177.76,73.94,0.33,2.0,0,1,0
6750,1.0,626.85,2871.14,1.0,0.42,1.0,0.0,0,116.51000000000022,0.17,291.5,0.0,0.15,20.53,0,1,0
6751,1.0,45.65,300.01,0.75,0.08,0.75,0.0,0,10.0,0.0,28.81,0.0,0.34,0.35,0,1,0
6752,1.0,934.6,544.38,0.92,0.25,0.83,0.0,0,27.0,0.0,123.25,0.0,0.51,2.7,0,1,0
6753,1.0,0.0,480.0,0.75,0.0,0.67,0.0,0,12.0,0.6,40.0,0.0,0.05,2.31,0,0,0
6754,1.0,177.56,50.0,0.08,0.08,0.08,0.08,6,2.0,0.0,18.96,80.05,0.46,0.82,0,1,0
6755,1.0,141.4,428.54,0.75,0.17,0.58,0.17,5,10.0,0.0,47.5,108.09,0.17,3.4,0,1,0
6756,1.0,0.0,596.5,0.83,0.0,0.83,0.58,11,10.0,0.0,49.71,144.73,0.61,1.88,0,0,0
6757,0.73,95.14,603.3,0.67,0.17,0.5,0.0,0,16.0,0.45,58.2,0.0,0.01,4.53,0,1,0
6758,1.0,116.38,50.0,0.4,0.2,0.2,0.4,13,5.0,0.0,16.64,168.26,0.36,6.51,0,1,0
6759,1.0,0.0,0.0,0.0,0.0,0.0,0.5,17,0.0,0.2,0.0,896.2334000000003,0.2,22.12,1,0,0
6760,1.0,0.0,83.31,0.08,0.0,0.08,0.0,0,3.0,0.0,6.94,0.0,0.92,0.59,0,0,0
6761,1.0,182.28,0.0,0.25,0.25,0.0,0.17,2,8.0,0.0,15.19,18.02,0.93,1.0,0,0,1
6762,1.0,71.48,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,5.96,0.0,0.68,1.49,0,0,1
6763,0.82,0.0,165.09,0.75,0.0,0.75,0.0,0,9.0,0.9,13.76,0.0,0.0,1.39,0,0,0
6764,1.0,0.0,102.75,0.83,0.0,0.75,0.0,0,10.0,0.0,8.56,0.0,0.44,3.0,0,0,0
6765,1.0,343.22,0.0,0.25,0.25,0.0,0.0,0,4.0,0.0,28.6,0.0,0.9,1.81,0,0,1
6766,1.0,1482.18,0.0,0.33,0.33,0.0,0.0,0,6.0,0.0,123.52,0.0,0.7,0.52,0,0,1
6767,1.0,0.0,0.0,0.0,0.0,0.0,0.55,10,0.0,0.0,0.0,134.17,0.53,1.47,1,0,0
6768,1.0,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.0,0.0,24.96,0.7,2.3,1,0,0
6769,1.0,0.0,1039.92,1.0,0.0,1.0,0.0,0,12.0,0.2,86.66,0.0,0.15,5.84,0,0,0
6770,1.0,0.0,0.0,0.0,0.0,0.0,0.25,4,0.0,0.0,0.0,45.62,0.9,0.36,1,0,0
6771,0.9,0.0,0.0,0.0,0.0,0.0,0.1,1,0.0,0.0,0.0,1.81,0.95,0.88,1,0,0
6772,0.22,736.0,0.0,0.22,0.22,0.0,0.0,0,2.0,0.0,81.78,0.0,0.07,0.0,0,0,1
6773,1.0,45.65,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,3.8,0.0,0.92,0.68,0,0,1
6774,1.0,103.0,0.0,0.17,0.17,0.0,0.0,0,2.0,0.0,8.58,0.0,0.95,1.14,0,0,1
6775,0.55,0.0,21.99,0.09,0.0,0.09,0.0,0,1.0,0.0,2.0,0.0,0.0,0.0,0,0,0
6776,0.18,107.0,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,8.92,0.0,0.0,6.7,0,0,1
6777,1.0,0.0,831.6,1.0,0.0,1.0,0.0,0,51.0,0.0,69.3,0.0,0.1,2.11,0,0,0
6778,1.0,0.0,675.0,0.67,0.0,0.67,0.0,0,12.0,0.08,56.25,0.0,0.11,3.17,0,0,0
6779,1.0,0.0,225.0,1.0,0.0,1.0,0.0,0,12.0,0.42,18.75,0.0,0.01,1.4,0,0,0
6780,1.0,0.0,0.0,0.0,0.0,0.0,0.17,2,0.0,0.0,0.0,6.16,0.95,0.67,1,0,0
6781,1.0,807.71,192.26,0.75,0.42,0.42,0.17,2,17.0,0.0,83.33,163.36,0.9,1.38,0,1,0
6782,1.0,0.0,494.04,0.73,0.0,0.73,0.0,0,12.0,0.0,44.91,0.0,1.06,0.02,0,0,0
6783,0.82,990.33,0.0,0.33,0.33,0.0,0.0,0,8.0,0.18,82.53,0.0,0.04,14.9,0,0,1
6784,0.91,0.0,208.6,0.83,0.0,0.75,0.0,0,10.0,0.38,17.38,0.0,0.03,1.12,0,0,0
6785,1.0,0.0,0.0,0.0,0.0,0.0,0.43,6,0.0,0.0,0.0,280.54,0.56,0.85,1,0,0
6786,1.0,0.0,0.0,0.0,0.0,0.0,0.43,9,0.0,0.0,0.0,279.68,0.8,1.01,1,0,0
6787,0.91,0.0,0.0,0.0,0.0,0.0,0.17,6,0.0,0.0,0.0,91.99,0.64,0.88,1,0,0
6788,1.0,3232.26,3109.29,1.0,0.75,1.0,0.5,12,116.51000000000022,0.0,528.46,192.31,0.69,3.15,0,1,0
6789,0.38,1200.0,0.0,0.12,0.12,0.0,0.0,0,1.0,0.0,150.0,0.0,0.35,1.01,0,0,1
6790,0.45,0.0,653.55,0.5,0.0,0.5,0.0,0,19.0,0.0,35.52,0.0,0.03,4.24,0,0,0
6791,1.0,0.0,239.26,0.75,0.0,0.75,0.25,3,9.0,0.0,19.94,232.89,0.76,3.81,0,0,0
6792,1.0,0.0,0.0,0.0,0.0,0.0,0.42,8,0.0,0.0,0.0,203.23,0.92,0.64,1,0,0
6793,0.57,0.0,134.6,0.57,0.0,0.43,0.0,0,4.0,1.0,19.23,0.0,0.0,1.52,0,0,0
6794,1.0,45.65,70.26,0.5,0.08,0.5,0.25,4,7.0,0.0,9.66,12.22,0.91,0.54,0,1,0
